Rating,Date,Sentiment,Review content English,Actual Date
1,8 months ago,negative,"I took the date of the application and I came to time and sat for an hour, why did you take appointments if you want to commit to the city branch",2023-11-13 08:15:12.709766
1,8 months ago,negative,"Dobobi came out of the esoteric doctor Enas, her style is never satisfactory",2023-11-13 08:15:12.709766
1,8 months ago,negative,"We apologize for his interface through us, and for your consent, please send the problem in detail through the following mail MPEXperience Sghgroup Net",2023-11-13 08:15:12.709766
1,8 months ago,negative,The lack of respect for patients is the delay and the bound appointments are naturally,2023-11-13 08:15:12.709766
1,8 months ago,negative,"The worst hospital, non -reply, communication, at 8 o'clock in the morning, until 26,",2023-11-13 08:15:12.709766
1,8 months ago,negative,"A very slow medical staff and inaccurate dates and non -collaborators waiting for 12 hours because the operating room is preparing to increase waiting for 4 hours of the patient's horoscope conscious basis and the nurse confesses its mistake is interested in the patient, she says busy, I can take you out.",2023-11-13 08:15:12.709766
5,8 months ago,positive,It serves a special service,2023-11-13 08:15:12.709766
2,8 months ago,negative,"Take care of the temperature of the air conditioning, the cold of the patient's death brings them well.",2023-11-13 08:15:12.709766
5,8 months ago,positive,"Dr. Heba, the Department of Physiotherapy is very excellent, and I advise everyone wonderful and loyal",2023-11-13 08:15:12.709766
1,8 months ago,negative,"The cadre is good for the department of women, but unfortunately the evaluation will be delayed dates and inacc",2023-11-13 08:15:12.709766
5,8 months ago,positive,"A certificate of right, may God bless the hospital, and to treat them with my step in his step and easy to give birth to my wife and the most difficult thing.",2023-11-13 08:15:12.709766
1,8 months ago,negative,"A hospital works how to get more money and this hospital is a specialist in cesarean section of the birth. She gave birth to naturally, as well",2023-11-13 08:15:12.709766
5,8 months ago,positive,"My experience, Dr. Heba Hanim, the physiotherapy department, the doctor is very wonderful, and she has a real excellent medical background that was understood by pain centers, knew her, and helps me interested in private patients.",2023-11-13 08:15:12.709766
5,8 months ago,positive,"Dr. Heba Hanem, the Department of Physiotherapy. I advise a patient. Dr. Heba deals because she is excellent. She gives you comfort.",2023-11-13 08:15:12.709766
4,8 months ago,positive,"Distinctive medical services, but the price is high and constantly changing",2023-11-13 08:15:12.709766
1,8 months ago,negative,"The pharmacy department adjusts the whole day to go to the pharmacy, and this is the first second time. I have informed the alternate director. The situation is months.",2023-11-13 08:15:12.709766
5,8 months ago,positive,"The Saudi -German Hospital, Medina",2023-11-13 08:15:12.709766
2,8 months ago,negative,"A drug was disbursed with a wrong dose, and a 3 -day complaint was filed. There is no response. There is no response to the aforementioned phone",2023-11-13 08:15:12.709766
1,8 months ago,negative,The doctor Anwar Alwan was reviewed and safe,2023-11-13 08:15:12.709766
5,8 months ago,positive,Excellent and their health services are upscale,2023-11-13 08:15:12.709766
1,8 months ago,negative,Si very treats a security guard who speaks a rough party. Treat them once.,2023-11-13 08:15:12.709766
3,8 months ago,neutral,Ordinary service and high price,2023-11-13 08:15:12.709766
5,8 months ago,positive,"Doctor Najwa Kamel, the best gynecologists, birth and comfortable",2023-11-13 08:15:12.709766
5,8 months ago,positive,"A large multidisciplinary hospital located southwest of the city, Al -Munawar, the Department of Physiotherapy is very able to see God everyone",2023-11-13 08:15:12.709766
5,8 months ago,positive,"The testimony of the truth, and God is all the Germans, the last of the birth of Dr. Randa Lutfi, and her beautiful crew, may God be pleased with the happiness of the world and the hereafter, and the blessing of morals, and the word of the right of the Saudi German Hospital, attention, care and cleanliness",2023-11-13 08:15:12.709766
1,8 months ago,negative,"My brother, and God has a hospital, any respect, and they see themselves. I have a patient with the operating room.",2023-11-13 08:15:12.709766
1,9 months ago,negative,"A very annoying situation, the consultant, the brain and the nerves of Ashraf Ahmed Al -Zarif, occurred with me, during the diagnosis, I would take into account my feelings, and when I ask, he says old, I am a consultant.",2023-10-14 08:15:12.709766
3,9 months ago,neutral,They need to develop and change ancient thought,2023-10-14 08:15:12.709766
4,9 months ago,positive,"Thanks to the emergency nurse and the emergency doctor, my excellent experience is slow",2023-10-14 08:15:12.709766
5,9 months ago,positive,"A high -end service, may God give you well",2023-10-14 08:15:12.709766
2,9 months ago,negative,"The appointments are playing the price of prices, the best of others, the average cadre",2023-10-14 08:15:12.709766
1,9 months ago,negative,"Just a star to be able to comment, exploiting the auditors and patients",2023-10-14 08:15:12.709766
1,9 months ago,negative,You have a laser,2023-10-14 08:15:12.709766
3,9 months ago,neutral,It needs development,2023-10-14 08:15:12.709766
1,9 months ago,negative,The least star I gave him Soooooo,2023-10-14 08:15:12.709766
1,9 months ago,negative,"My experience of children's clinics, Hanan Helmy, spent treatment doses without hypnosis, and treatment only uses emergency cases. The grandfather of treatment is spent for heart patients and works for the heartbeat and my daughter Lahia is a heart patient who needs pulmonary refreshing because of his behavior and praise be to God, my Lord",2023-10-14 08:15:12.709766
1,9 months ago,negative,"We thank you for communicating the Saudi German Hospital, Al -Madinah Al -Munawwarah branch.",2023-10-14 08:15:12.709766
1,9 months ago,negative,"The reception is a farce department, a farce, and God is not a reception employee an hour, and I am waiting and did not come now",2023-10-14 08:15:12.709766
1,9 months ago,negative,"Their services are bad and every other worst service, unfortunately, we have appropriate alternatives to the city",2023-10-14 08:15:12.709766
1,9 months ago,negative,The hospital will be in the direction of the birth.,2023-10-14 08:15:12.709766
5,9 months ago,positive,God does not return it,2023-10-14 08:15:12.709766
3,9 months ago,neutral,It must be provided with doctors outside the Arab countries,2023-10-14 08:15:12.709766
1,9 months ago,negative,Waiting for the pharmacy unbearable,2023-10-14 08:15:12.709766
1,9 months ago,negative,Nan,2023-10-14 08:15:12.709766
1,9 months ago,negative,"There is no respect for the deadlines, there is no company.",2023-10-14 08:15:12.709766
1,9 months ago,negative,"My evaluation, so that the communication sent a place to respond and even a call and a person who responds, I mean, because I have an inquiry, I must bring the hospital and ask 2023 is very bad",2023-10-14 08:15:12.709766
5,9 months ago,positive,The hospital has changed a lot and became better,2023-10-14 08:15:12.709766
3,9 months ago,neutral,"Peace be upon you, may God have mercy on him",2023-10-14 08:15:12.709766
1,9 months ago,negative,There is no regulation of the pharmacy in order to take the treatment reaches the waiting period of the least hour,2023-10-14 08:15:12.709766
5,9 months ago,positive,Nicee,2023-10-14 08:15:12.709766
3,9 months ago,neutral,"We apologize for his interface through us, and for your consent, please send the problem in detail through the following mail MPEXperience Sghgroup Net",2023-10-14 08:15:12.709766
5,9 months ago,positive,"My experience is more wonderful to the department. I was reviewed. Thank you, Dr. Sarah, Dr. Shaima and the code of the children, very wonderful, especially thanks to the greatness",2023-10-14 08:15:12.709766
5,9 months ago,positive,I visited early in the Morning Aroun 6 AM and I was amazed to see their work time as they sett Ple Committed to servingThe People Residing in the Kingdom,2023-10-14 08:15:12.709766
1,10 months ago,negative,"And without me, a mistake is a mistake.",2023-09-14 08:15:12.709766
1,10 months ago,negative,"Dr. Abdulaziz Bakhsh is very bad. The patient respects waiting for 3 hours, and you have an appointment and the doctor is outside the clinic.",2023-09-14 08:15:12.709766
2,10 months ago,negative,"The hospital is a good building and hygiene, but the most important treatment is a frequent problem.",2023-09-14 08:15:12.709766
1,10 months ago,negative,"I ask God the Great to heal a patient, unfortunately, a bad hospital in the sense of the word, and God is a loss that pays no organization and his doctors are bad, and a bad service is waiting for two hours. Finally, they say the priority to reserve the least dates.",2023-09-14 08:15:12.709766
1,10 months ago,negative,"A bad hospital with all the meaning of the word meaning, there is no coordination of the anesthesia and reception clinic.",2023-09-14 08:15:12.709766
1,10 months ago,negative,"We apologize for his interface through us, and for your consent, please send the problem in detail through the following mail MPEXperience Sghgroup Net",2023-09-14 08:15:12.709766
1,10 months ago,negative,Peace be upon you. I appreciated the lowest star. I performed the circular section only. A department that does not carry any of the meters. The subject is a bad deal.,2023-09-14 08:15:12.709766
1,10 months ago,negative,"I have a head of ringing, and the brain doctor. I ask a doctor’s radiology about dental fixtures. The work of the rays. Today I wanted to work and asked the doctor’s question. The employee called Dr. Sherine, so the response of the doctor was very bad.",2023-09-14 08:15:12.709766
3,10 months ago,neutral,"I visited a hospital patient with intensive care and the visit was repeated for the multiple times of the building, good, clean, sterilizers, the security gateway, their morals are wonderful, frankly, I did not face any problem with them",2023-09-14 08:15:12.709766
1,10 months ago,negative,"The worst hospitals in the city who wants to visit the cemetery goes, I entered my son 11 months old and is not raised twice.",2023-09-14 08:15:12.709766
5,10 months ago,positive,"In the afternoon, Dr. Anwar Alwan revealed, and he was the conscious of the medical and humanity mosque. He is keen to treat the patient organically and psychologically, may God bless you, and you have the human doctor.",2023-09-14 08:15:12.709766
4,10 months ago,positive,I am my life,2023-09-14 08:15:12.709766
1,10 months ago,negative,If there is a second. Re Giveen One Heavy Dose,2023-09-14 08:15:12.709766
5,10 months ago,positive,Excellent,2023-09-14 08:15:12.709766
5,10 months ago,positive,"The Doctors fistula operation worked, they were good, Dr. Mohamed Waheed, and the nursing staff, good doctor, anesthesia.",2023-09-14 08:15:12.709766
1,10 months ago,negative,"God suffices, and yes, the agent is a massacre, not a hospital, I swear to God, the massacre of the most important thing.",2023-09-14 08:15:12.709766
5,10 months ago,positive,"Frankly, the best hospitals are a problem alone that they are long, and God is permissible for money, clean",2023-09-14 08:15:12.709766
1,10 months ago,negative,Its prices are very sums and the reception treatment of female employees is good sometimes,2023-09-14 08:15:12.709766
5,10 months ago,positive,"My experience is very beautiful, especially with physiotherapy, the most beautiful doctors and nurses, Dr. Heba Dalia Rafa Marwa Zahra, with his name and flowers, they were the summit of morals and goodness and respect for patients. They really deserve a testimony.",2023-09-14 08:15:12.709766
5,10 months ago,positive,Good organization and elite doctors,2023-09-14 08:15:12.709766
1,10 months ago,negative,"The worst hospital has passed by neglected doctors, bad management, and medical director, the worst, all of them, there are no interest in the patient, hospital style.",2023-09-14 08:15:12.709766
2,11 months ago,negative,"The second floor, the luxurious wing, the nurses, an hour, come to you and the second thing.",2023-08-15 08:15:12.709766
1,11 months ago,negative,"A very bad experience, Dr. Shaima Jalal, the waiting bonus for a period of up to more hours, as she speaks in a decent manner and in which the eclipse does not refuse and refuses to perform her work according to which financial sums were paid and she disposes of a justified mood",2023-08-15 08:15:12.709766
5,11 months ago,positive,to thank,2023-08-15 08:15:12.709766
1,11 months ago,negative,They do not adhere to the deadlines for long and complex procedures. The hospital staff must pass,2023-08-15 08:15:12.709766
3,11 months ago,neutral,"We apologize for his interface through us, and for your consent, please send the problem in detail through the following mail MPEXperience Sghgroup Net",2023-08-15 08:15:12.709766
5,11 months ago,positive,Best Hospital Ever I Have Been Very Impressed with the Care My Family Have Receied at this,2023-08-15 08:15:12.709766
1,11 months ago,negative,Very bad.,2023-08-15 08:15:12.709766
1,11 months ago,negative,"Beware of the capsule process to lose weight are all lies and laughter the thickness, pay attention to any benefit to lose weight, and God is wasting money without interest. I did an operation for my daughter.",2023-08-15 08:15:12.709766
1,11 months ago,negative,"Peace, mercy and blessings of God be upon you. Medicine is an ethical profession that is not material",2023-08-15 08:15:12.709766
1,11 months ago,negative,"The dirham, the director of the medicine, the failure of a large hospital, did not fail, there is no dirham.",2023-08-15 08:15:12.709766
5,11 months ago,positive,"In general, the best hospital with which the city has dealt with the positives",2023-08-15 08:15:12.709766
2,11 months ago,negative,"There is not enough workforce, it is difficult to deal, and the waiting time increases",2023-08-15 08:15:12.709766
1,11 months ago,negative,"The birth department is a consultant man, a consultant, his expertise, follow -up cases. Silence is to increase the water and some symptoms and deliver the patient to a case that can only give birth to women, and this is the reality of the experience of the private health sector.",2023-08-15 08:15:12.709766
1,11 months ago,negative,The worst hospitals,2023-08-15 08:15:12.709766
1,11 months ago,negative,"My experience is bad, dentist, Muhammad Al -Suhaimi, I treated a nerve with him and an abscess, I tell me the pain of the molar, he said to me, he hides the time, he knew the case.",2023-08-15 08:15:12.709766
2,11 months ago,negative,"In general, it is in general, especially if you are declining to Dr. Hamid Shalaby for the birth department. It does not respect the appointments. We booked twice.",2023-08-15 08:15:12.709766
1,11 months ago,negative,"I came to the city and I was going to the best private hospital, I started, the German Saudi, and frankly, it was a bad passion.",2023-08-15 08:15:12.709766
5,11 months ago,positive,High professional speed,2023-08-15 08:15:12.709766
1,11 months ago,negative,"To a sitting, the assessments of the assessments see the evaluation of the Saudi -Saudi money, Shi Flos Flos Flos Shi, refused to pay",2023-08-15 08:15:12.709766
1,11 months ago,negative,"The administration is very bad, it is not reasonable to spend the treatment. Sit 55 minutes once and the last time I continued the number of complaints and I said, it is natural.",2023-08-15 08:15:12.709766
5,11 months ago,positive,Excellent the best services you provide,2023-08-15 08:15:12.709766
1,11 months ago,negative,"They do not have a close gagging process of the government hospital, you can move due to nerve damage",2023-08-15 08:15:12.709766
1,11 months ago,negative,"God suffices him, a doctor, in mystical name, she was giving me a vein",2023-08-15 08:15:12.709766
1,11 months ago,negative,The experience of Dr. Islam Fathallah was a specialty of brain and nerves,2023-08-15 08:15:12.709766
1,11 months ago,negative,Waiting for dark women the brain and nerves clinic and doors that fly the patient's brain,2023-08-15 08:15:12.709766
5,11 months ago,positive,"I am currently present today, I was born to the praise. I was transferred to the government hospital.",2023-08-15 08:15:12.709766
1,11 months ago,negative,I received the hospital's announcement of the bone fragility bouquet and it was 220 and I asked for the service and two contacts reached them to reserve the date of the bone medicine and I booked an appointment and went and I was surprised to increase the amount of the advertisement and disable about half an hour without interest,2023-08-15 08:15:12.709766
1,11 months ago,negative,"The star is forbidden, too, so that I will be concerned with them.",2023-08-15 08:15:12.709766
5,11 months ago,positive,"The birth experience was very good in general, the doctorates are respectful and their work is their work.",2023-08-15 08:15:12.709766
1,11 months ago,negative,"A failed experience, they diagnosed me, the wrong diagnosis, what deserves you, you will put your money, my own hospital, my experience was the female doctor. I expect her name Sarah Samir.",2023-08-15 08:15:12.709766
3,11 months ago,neutral,Search the best nerve doctor in the kingdom is necessary,2023-08-15 08:15:12.709766
5,a year ago,positive,"Stars for Dr. Al -Khalder, Al -Mudham, the creator, a coin, and the Savior, may God grant him success, and the last of which is Muhammad Aboria.",2023-07-11 08:15:12.709766
1,a year ago,negative,"In the event that the appointment is canceled, why is it not communication and the scouting price will be increased",2023-07-11 08:15:12.709766
1,a year ago,negative,"The most important hospitals in the same city, the city of Al -Munawara, are very bad, by virtue of my experience, whether employees or workers",2023-07-11 08:15:12.709766
5,a year ago,positive,"Their falsehood is tired yesterday, the best city hospitals, all doctors, nursing, and reception",2023-07-11 08:15:12.709766
1,a year ago,negative,"By speaking two points, the doctor, with whom I thuraya dealt with the services of the services in general, installed the contraceptive segment.",2023-07-11 08:15:12.709766
1,a year ago,negative,What a shame 30 Km to Visit the Hospital to Meet a OPHTHALMOLOGIST DOCTOR and Surprised No Single Doctor for This Security Available them OLLYCLNCS There is at LEST 2 DOCTORS on Shift Pls Correct Your PositionToo Much Competition I LL NEVER COME HERE AGAIN,2023-07-11 08:15:12.709766
1,a year ago,negative,"The Department of Women and Childbirth does not book Hamid Shalaby, a person who does not respect the appointments and is very normal.",2023-07-11 08:15:12.709766
5,a year ago,positive,"Excellent, but its prices are high",2023-07-11 08:15:12.709766
4,a year ago,positive,"I ask God Almighty, Lord of the Holy Throne, to heal me and heal you",2023-07-11 08:15:12.709766
1,a year ago,negative,"Frankly, my experience is very bad, the hospital, I went to Dr. Osama Asnan. Unfortunately, it is very tired and revealed, and I have to take my appointment, so that I can make your teeth, I mean, imagine that I am tired.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The stomach balloon, Mohamed Waheed, was settled, and the result is very bad, and a catastrophic failure.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Waiting for a good and in the organization, I booked an appointment, and I need to wait and take the reception number to pay the assumed examination.",2023-07-11 08:15:12.709766
2,a year ago,negative,The auditors are not organized for the time of the deadline for the final waiting for two hours,2023-07-11 08:15:12.709766
3,a year ago,neutral,Thanks for your evaluation,2023-07-11 08:15:12.709766
4,a year ago,positive,excellent,2023-07-11 08:15:12.709766
5,a year ago,positive,"I thank the hospital, the services provided in particular, the employee, the spectra of Al -Muhammadi, in the radiology department, good manners.",2023-07-11 08:15:12.709766
4,a year ago,positive,"As excellent medical services, but the building needs renewal maintenance",2023-07-11 08:15:12.709766
5,a year ago,positive,"The date of the date of the week, the appointment, and I wait for an hour and a half, why is the date of the appointment",2023-07-11 08:15:12.709766
1,a year ago,negative,"Frankly, the first deal and shocked me.",2023-07-11 08:15:12.709766
1,a year ago,negative,The worst government hospital passed through the worst experience of my life,2023-07-11 08:15:12.709766
5,a year ago,positive,I was in the Department of Physiotherap,2023-07-11 08:15:12.709766
5,a year ago,positive,The event of a problem with them do what they do,2023-07-11 08:15:12.709766
2,a year ago,negative,"Excellent, we ask God to recover for patients",2023-07-11 08:15:12.709766
1,a year ago,negative,"In general, the hospital is very bad",2023-07-11 08:15:12.709766
1,a year ago,negative,"The hospital in general is completely and the service is excellent, doctors and sickness, may God reward them for the best of the reward, but unfortunately the hypnosis rooms are the amount of inconvenience to the supposed visitors.",2023-07-11 08:15:12.709766
1,a year ago,negative,"We apologize for his interface through us, and for your consent, please send the problem in detail through the following mail MPEXperience Sghgroup Net",2023-07-11 08:15:12.709766
1,a year ago,negative,The response of emergency staff is very slow. The patient can go to the employees.,2023-07-11 08:15:12.709766
1,a year ago,negative,Do not think that he reveals his teeth. They have a bad job.,2023-07-11 08:15:12.709766
1,a year ago,negative,"I reviewed the doctor of women and his children, her name Randa Salah, and she did a process with her, and the sewing turned on the day I came back.",2023-07-11 08:15:12.709766
5,a year ago,positive,The best hospitals of the city have the best doctors,2023-07-11 08:15:12.709766
1,a year ago,negative,The worst services do not work for their specialization,2023-07-11 08:15:12.709766
5,a year ago,positive,"I speak Dr. Randa during my experience, may God make her happy, may God make her happy, Lord",2023-07-11 08:15:12.709766
2,a year ago,negative,"Sugar is slow and sick, sick, and there is no completion of work, and the kitchen service is very slow",2023-07-11 08:15:12.709766
5,a year ago,positive,"The well -known does not know, may God reward you with the best of what you offer to serve patients. It is sufficient for you to smile and deal with good",2023-07-11 08:15:12.709766
3,a year ago,neutral,"The hospital building is old, you need maintenance, pharmacy, crowding, number of pharmacists, or doctors, their prestige.",2023-07-11 08:15:12.709766
1,a year ago,negative,Regrettably My Experience at Saudi German Hospital Al Madinah Almonawara Fell Short of My Expects I Recently Had A FIT to Fly Covid Test from this Hospital Descriptting that My Name and Date of IRth on My Fit to Fly Covid,2023-07-11 08:15:12.709766
4,a year ago,positive,"Very good, may God bless you and you",2023-07-11 08:15:12.709766
1,a year ago,negative,"The worst hospitals to whom my son went to a patient, who is able to breathe the emergency.",2023-07-11 08:15:12.709766
3,a year ago,neutral,Famous,2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, the appointment service is very bad, waiting for women if I appoint 5 and the text of Aji.",2023-07-11 08:15:12.709766
5,a year ago,positive,good,2023-07-11 08:15:12.709766
5,a year ago,positive,Vry Nice,2023-07-11 08:15:12.709766
4,a year ago,positive,"Today, I went to the emergency, the nurse, Arwa, welcomed you, your son, a wonderful person, on the day I went out, she said, I am my Diam, Lynn 7, and I was present. I also needed anything. The reception.",2023-07-11 08:15:12.709766
5,a year ago,positive,"Oh God, Lord of the people, I will heal the healer who is healthy, the city's good hospitals, such as cleanliness and attention to patients well, but you need to be restored.",2023-07-11 08:15:12.709766
1,a year ago,negative,Staff are so unprofssational,2023-07-11 08:15:12.709766
5,a year ago,positive,"I reviewed them with a period that the doctor is very good, and the price of disclosure is reasonable.",2023-07-11 08:15:12.709766
4,a year ago,positive,"The Saudi German Hospital, Medina, the service is good, high prices",2023-07-11 08:15:12.709766
5,a year ago,positive,German Hospital in Al -Madinah Al -Munawwara,2023-07-11 08:15:12.709766
1,a year ago,negative,Only financial attention,2023-07-11 08:15:12.709766
5,a year ago,positive,An integrated hospital,2023-07-11 08:15:12.709766
1,a year ago,negative,"Beware, beware, beware, Dr. Talal, Dr. Talal, pay attention",2023-07-11 08:15:12.709766
1,a year ago,negative,Wrong reservations come to a traveler for the date of the appointment.,2023-07-11 08:15:12.709766
1,a year ago,negative,"The hospital is bad, they walk any Sonar words, a doctor whose name is Shaima. She was satisfied and justified.",2023-07-11 08:15:12.709766
1,a year ago,negative,Peace be upon you.,2023-07-11 08:15:12.709766
1,a year ago,negative,"It is not reasonable for the emergency doctor alone for children and above the delay and fatigue of the children, and they are not waiting for and Dr. Madry Wayne and Al -Zahdah, see a solution",2023-07-11 08:15:12.709766
5,a year ago,positive,What a facility,2023-07-11 08:15:12.709766
5,a year ago,positive,"Thanks and appreciation to the emergency department, the doctor and the nurse, well deal and attention",2023-07-11 08:15:12.709766
1,a year ago,negative,"A reminder, take with you a Quran and remembrance, so you remember God, because you are waiting for a lot, and God is great, the worst hospitals",2023-07-11 08:15:12.709766
1,a year ago,negative,An experiment is a good esoteric doctor. We brought the analyzes outside the hospital and the sonar reduced 480.,2023-07-11 08:15:12.709766
5,a year ago,positive,Shout,2023-07-11 08:15:12.709766
1,a year ago,negative,"The lack of credibility of the reception, the reservation of the clinic, they say before 1 or 2 waiting, and the last one is brought before you 8 to 10.",2023-07-11 08:15:12.709766
3,a year ago,neutral,Kay is very very expensive and there is a long wait,2023-07-11 08:15:12.709766
5,a year ago,positive,excellent,2023-07-11 08:15:12.709766
1,a year ago,negative,"Brothers, I swear to God Almighty, and I will be held accountable. God is the dirtiest hospital, Medina.",2023-07-11 08:15:12.709766
5,a year ago,positive,The radiology section is very high prices,2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, they have no respect for the patient's time, Aidi, waiting for two or more hours, knowing that I have a prior date",2023-07-11 08:15:12.709766
1,a year ago,negative,"I speak two experiences, one of them got two days, unfortunately, the lack of credibility of the diagnosis. They are willing",2023-07-11 08:15:12.709766
1,a year ago,negative,Cei is very emergency service failed,2023-07-11 08:15:12.709766
4,a year ago,positive,Inquire a doctor who specializes in nerve treatment and dental roots,2023-07-11 08:15:12.709766
1,a year ago,negative,"Thank you very much to communicate the Saudi German Hospital, Al -Madinah Al -Munawwarah branch.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Dr. Osama, a dentist, a very, very bad style and treatment",2023-07-11 08:15:12.709766
1,a year ago,negative,The emergency department is very bad,2023-07-11 08:15:12.709766
5,a year ago,positive,"They have a consultant brain and neurosurgery Ashraf Al -Zarif, I am tired, and I praise you.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Frankly, I was reserving them. I have a date for the evaluation. I found it very bad.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, most of the nurses ask them to withdraw",2023-07-11 08:15:12.709766
5,a year ago,positive,"Thank you, thank you, thank you, the elegant, elegant, elegant Dr. Muhammad Haddad Al -Awniyah, and the honorable Dr. Sharif Al -Awniyah",2023-07-11 08:15:12.709766
5,a year ago,positive,Write a word that God witnesses on the Day of Resurrection.,2023-07-11 08:15:12.709766
1,a year ago,negative,"You have the names of Hashem or Hisham, the hypnosis department, you have never been a style. The treatment is again.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The worst work environment that I have worked in the hospital 2022 for only two months, and I regret that I accepted the hospital work.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, contact several times for a simple inquiry.",2023-07-11 08:15:12.709766
1,a year ago,negative,"In fact, the female employees are not dangerous for their humanity today 1 Egyptian nurse, the emergency department in front of me. A pregnant woman shocked the death of one of her relatives.",2023-07-11 08:15:12.709766
1,a year ago,negative,It is not reasonable for misuse and the length of waiting time in the pharmacy compared to sympathy clients who save a customer in the pharmacy and the delay is close for an hour.,2023-07-11 08:15:12.709766
1,a year ago,negative,"Very Si Al -Tawari, attention to illness, and delaying the patient's service, despite the very emergency, and the doctors sitting in their room, coffee and sideburns",2023-07-11 08:15:12.709766
5,a year ago,positive,"Praise be to God, I have a week with Dr. Randa Lutfi and her gentle, nurse crew, Azza Moussa, not a mistake, a good deal, kindness, and professionalism, may God make them happy",2023-07-11 08:15:12.709766
1,a year ago,negative,Who tried a normal birth,2023-07-11 08:15:12.709766
3,a year ago,neutral,The clinics are good and the emergency is very bad. They lack the organization and the presence of a qualified cadre,2023-07-11 08:15:12.709766
1,a year ago,negative,Worst Hospital Ever Stay Away,2023-07-11 08:15:12.709766
5,a year ago,positive,"Surprisingly, what do you think?",2023-07-11 08:15:12.709766
1,a year ago,negative,"The fastest service they have, God willing, the Spachen. I tell you to delay the doctorates.",2023-07-11 08:15:12.709766
1,a year ago,negative,Very bad hospital,2023-07-11 08:15:12.709766
1,a year ago,negative,"The hospital phone number changed and became the unified number because people are fined the money more, of course, the best of the headphone, so that they withdraw the money for increasing, and in the other, you will wait for the waiting, and they are the beneficiaries, God suffices, and yes, the agent, why are you not good.Which is necessary",2023-07-11 08:15:12.709766
4,a year ago,positive,The hospital is very wonderful.,2023-07-11 08:15:12.709766
5,a year ago,positive,"Dr. Al -Batiniya Basma Jaber, her professionalism is high and treating the elderly is excellent",2023-07-11 08:15:12.709766
5,a year ago,positive,The most beautiful city hospitals are a sophisticated deal and attention that gives you wellness,2023-07-11 08:15:12.709766
1,a year ago,negative,no comment,2023-07-11 08:15:12.709766
1,a year ago,negative,We want to walk the modest services and treat employees who are like usurped service,2023-07-11 08:15:12.709766
1,a year ago,negative,"A star, because the comment that is thinking is to settle a plastic surgery, reviews himself a thousand times.",2023-07-11 08:15:12.709766
1,a year ago,negative,A lot of a star with the ophthalmology department is slow to break the doctor.,2023-07-11 08:15:12.709766
1,a year ago,negative,"I have a problem and every department I leave the last section of the guest experience. They are present. Everyone is helping, but no one knows helps",2023-07-11 08:15:12.709766
1,a year ago,negative,A hospital. I do not advise the boy.,2023-07-11 08:15:12.709766
1,a year ago,negative,Vry Bad Hospital,2023-07-11 08:15:12.709766
5,a year ago,positive,"The best department we dealt with with the physical therapy for children, especially Dr. Aisha, who was still treating my little son Suhaib and considers him as her little brother to deal with him and caress him and his treatment with professionalism.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The service of the mobile road is bad, and if they respond, they will take you a quarter of an hour",2023-07-11 08:15:12.709766
1,a year ago,negative,"Our country hospital and among our people, and we deal with the worst dealing with foreigners whose Saudi employees have a role",2023-07-11 08:15:12.709766
1,a year ago,negative,"The reception is bad and delayed its passes and walkers of people and seeing, and I am taking a paper and a pure good. I asked for the dental clinic.",2023-07-11 08:15:12.709766
1,a year ago,negative,Advice you think comes to the hospital. I tell you. Read the comments.,2023-07-11 08:15:12.709766
1,a year ago,negative,"The worst hospital that you go to the reception to the relationship of patients if you are sick and you need treatment advice. Do not go to Aydi, your appointment is an hour. God willing, you will die.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The worst hospital and the worst deal, and the doctor is born.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, the laboratory is very bad, neglected to the point that I lost my fetus that I waited for years, God suffices, and yes, the agent is two weeks.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Very frankly, exploiting and luring the patient, I mean, I am my daughter, she was born, and before the process, the doctor said that 6 thousand operation said the price that they said the hospital is why the patient is not said to the first meeting.",2023-07-11 08:15:12.709766
1,a year ago,negative,The least star I put in,2023-07-11 08:15:12.709766
5,a year ago,positive,More,2023-07-11 08:15:12.709766
5,a year ago,positive,"Thanks to the sister Bahia, the employee, the reception department is a very good person, and I did not shorten with me, God willing, the inquiries, may God reward it",2023-07-11 08:15:12.709766
1,a year ago,negative,Dear Presentent of the Hospital During Our Trip to Medina My Mother in Law Was Admitted En,2023-07-11 08:15:12.709766
1,a year ago,negative,The waiting period is very long,2023-07-11 08:15:12.709766
3,a year ago,neutral,Excellent services and high prices,2023-07-11 08:15:12.709766
1,a year ago,negative,"God does not need an evil Muslim, and God will obey him in every department",2023-07-11 08:15:12.709766
1,a year ago,negative,The dates of the doctors are bad related to the number. The doctor tells you 4 at 12 at night.,2023-07-11 08:15:12.709766
4,a year ago,positive,decent,2023-07-11 08:15:12.709766
